id,sentence,difficulty,augmented_sentence
2164,"Toute la journée, nous sommes inondés d'informations de toute part : messages personnels, professionnels, publicitaires, fils d'infos en continu.",C1,"[""Toute la région, venez voilà inondés J' offres de toute sorte : messages personnels, professionnels, publicitaires, traités d' affaires en lignes.""]"
4,"Dans les écoles de commerce, dans les couloirs de places financières, il arrive aujourd'hui de croiser de jeunes adultes de 20 ou 25 ans qui prévoient d'ouvrir une maison d'hôtes ""dans une quinzaine d'années"".",B1,"['Dans les écoles de cirque, dans les couloirs de commissions financières, il arrive aujourd\'hui de croiser de jeunes hôtes avec 20 ou 25 ans que prévoient d\' être une famille d\'hôtes ""dans leur tête d\' an"".']"
114,"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer tout.",B2,"['Si sept millions les jeunesards rêvent de refaire leur vie aux champs, il ne passent ni souvent à l\'acte. "" Mais la passe toujours un événement déclencheur"", constate la directrice du Changer tout.']"
4363,Le risque de plagiat?,C1,['Gros risque de catastrophes?']
4452,Débuter la journée par un premier repas organisé autour d'une de ces boissons dopantes que l'on sucre peut sembler passablement anecdotique.,C2,"[""Début de la journée par du premier anniversaire organisé autour d'une de ces chansons d eantes que c' invité découvre paraît sembler passablement festif.""]"
2850,Il y avait deux enfants de 14 et 11 ans.,A2,['Et lui avait deux enfants lundi 14 et 11 janvier.']
2902,Ce n'est vraiment pas simple de transmettre sa langue lorsqu'on n'est pas dans son pays d'origine !,B1,"[""Ce n' ai vraiment bien simple de transmettre sa langue S' elles n'est pas dans notre pays jusqu' Algérie!!""]"
1084,"Alors dans ce texte, vous avez attendu plusieurs expressions idiomatiques.",C2,"['Alors en cette texte, vous avez trouver plusieurs essais id fmatiques.']"
3812,Mais pas en proposant des portions microscopiques présentées de manière pompeuse.,B2,['Mais pas dans utilisant des modèless pours présentées de manière dontuse.']
68,Les baby-boomers en sont convaincus: tout peut recommencer à 50 ans.,C1,['Les super-boomers en sont convaincu tous: tout devrait fonctionner sans 100 ans.']
3802,"La société fut fondée en 1931 par Ferdinand Porsche, puis reprise par son fils Ferry Porsche.",B2,"['La société fut fondée courant 1959 par Ferdinand Porsche, puis partagée entre les fils Ferer Porsche.']"
3543,On en doute.,B1,['Tu en est.']
1747,Il n'est jamais retourné à Brazzaville où il a passé une partie de son enfance.,B1,"[""Il n'est officiellement retourné à Brazzaville mais il autrefois passé son demeure de toute enfance.""]"
1962,"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2,"[""Si l'épicerie avait été ouverte, pourrions ayons perdu de maquillage.""]"
4367,"J'étais reconnaissant de l'obligeance qu'on me témoignait ; mais tantôt ma timidité m'empêchait d'en profiter, tantôt la fatigue d'une agitation sans but me faisait préférer la solitude aux plaisirs insipides que l'on m'invitait à partager.",C2,"[""J'étais reconnaissant pour l'obligeance qu' autre me lançait : mais tantôt ma lenteur m'empêchait d'en profiter, tantôt quelque fatigue d'une agitation sans âme me faisait préférer la plaisanterie aux plaisirs assezipides ou l'on m'invitait à partager.""]"
2768,Bonjour Abdel et merci pour ton message !,A1,['Coucou Stéphanie et merci pour ton accueil!']
3030,"Giscard se laisse filmer durant ses vacances à la montagne ou à la plage, il apparaît en short, puis torse nu lors d'un match de football organisé entre notables de Chamalières, village dont il fut longtemps le maire",C1,"[""Giscard nous laisse toucher durant ses vacances à la montagne ou à l campagne, il apparaît en short, puis torse nu pour l' ancien événement de football organisé entre notable club de Chamalières, village dont elle fut longtemps le maire""]"
393,C'est parce qu'il n'aimait pas les plats de la cantine.,A1,"[""—' justement parce qu'il n'aimait partager les plats avec votre famille.""]"
2061,"Deux fois, malgré sa pauvreté, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, donné au théâtre de la Scala, et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur.",C1,"[""Deux fois, malgré se pauvreté, la comtesse revint passer quelques jours à Milan ; il o'agissait de jouer cet ballet sublime de Vigano, donné comme Concert de la Scala, et son marquis ne défendait point à sa femme d' accompagner sa pauvre-soeur.""]"
2118,L'école doit former les enfants à se séparer de leur comportement d'usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,C2,"[""Ce'école doit former les usagers à se séparer d leur rôles d'usagers e leur faire garder une position d éciée qui leur engage à considérer ces langages comme des objets et des véhicules du passé.""]"
3607,"C'est à la fin du XIXe siècle que les scientifiques commencent à s'intéresser, de manière raisonnée , aux capacités intellectuelles des hommes et des femmes.",B2,"[""La' arriva dans la fin du XIXe siècle où les scientifiques verront également s'intéresser, toujours manière raisonnée, les capacités intellectuelletrices des hommes et leurs femmes.""]"
1378,"En quittant chaque étape, mes enfants dessinaient le lieu ou une personne qu'ils y avaient rencontrée",C2,"[""En suivant son étape, mes clients dessinaient le lieu ou une structure qu' eux avaient avaient rencontré [...]""]"
1949,"Aujourd'hui, avec mes parents et ma soeur nous partons en voyage.",A1,"[""Aujourd'hui, avec mes filles avec leur fratrie avant partons en voyage.""]"
1005,On réinvente le dimanche dans une perspective laïque.,C1,['Chloé réinvente chaque conte dans une perspective familiale.']
2980,J'irai le voir dès mon arrivée à Bruxelles.,A2,"[""J' espérer le récupérer dès leur voyage à Bruxelles.""]"
1830,"L'indispensable travail de reconstruction est professionnel et social souvent, psychologique et amoureux parfois.",C1,"[""L' important travail de reconstruction est individuel et social souvent, Mais également personnel....""]"
1148,"Dans le sac, il y a un téléphone, des clés, un ordinateur, une photo et un portefeuille",A1,"['Dans le cadre, il en a un portefeuille, des disques, mon ordinateur, une console et leur portefeuille']"
1707,Cela peut être perçu comme étant très réducteur !,B2,['Cela peut être perçu pourtant parfois fort réducteur!']
3125,C'est exactement ce que je dis.,A2,"[""C' exact bien ce dont je dis.""]"
4565,"Lucie entama d'un air brave sa cavatine en sol majeur ; elle se plaignait d'amour, elle demandait des ailes.",B2,"[""Lucie pen regardantama p'un air mauvais sa cava pour un sol plein ; elle se plaignssait d' entendre, elle demandait des ailes.""]"
1988,Ces aventuriers sont des têtes brûlées.,C1,['Ces filles sont des surf brûlée incroyable.']
34,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.",C2,"['En particulier un des moins obscurs >> ""Plus nous sommesvenons maîtres depuis la bassesphère, plus nous en deven vraiment dépendants ; plus nous la polgrad (...), plus nous dégradons le vie""...5.']"
1376,"Je te conseille vraiment la Brasserie du Métro qui est mon restaurant préféré, tu ne le regretteras pas si tu y vas",B1,"['Je te dois vraiment la Piscine du Métro qui est notre adresse préféré, tu te le regretteras même si tu  passe']"
4362,"Au sous-sol, il y a une cave, pour ranger le vin",B1,"['Au niveau- plafond, i y a une cave, pour stocker le livre']"
4721,C'est comme ça qu'est née l'association Éco Cocotte,A2,"[""C' ainsi avec ça qu' été née c' marque Éco Cocotte""]"
78,Ils ont déjà l'obligation de les ramener chez eux.,B1,"[""Ils étaient déjà l'obligation de vouloir vendre chez Renault.""]"
133,J'ai le plaisir de vous annoncer que votre demande d'inscription à l'université de Strasbourg en première année de master Sciences et Société a été acceptée,B1,"[""J'ai le plaisir pour t annoncer que votre demande d' études à r'université de Nantes sur deux année : licence Sciences et Mathématiques a été acceptée""]"
4564,"Ensuite, je suis sorti.",A2,"['Ensuite, je devais restée.']"
4504,"Elle vivait dans un château voisin d'une de nos terres, mécontente et retirée, n'ayant que son esprit pour ressource, et analysant tout avec son esprit.",C1,"[""Elle vivait dans un pays voisin pour'une sur leurs terres, mécontente et retirée, n'ayant de son temps toute ressource, et analysant sommeil dans son coeur.""]"
298,"Il est vrai que Pierre a moins de livres que ses amis, mais les siens sont meilleurs.",A2,"['Ca parait vrai que Pierre a moins de livres avec vos amis, mais les siens étant exceptionnels.']"
2323,Je sors avec des amis.,A1,['Je sors faire tes amis.']
1966,"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2,"[""Elle rencontra A ;de en revenant au château, C rougit ; C continuade rougit lui ; elle lui dit bonjour'a voix ni deuxente, et Candide lui parla sans savoir ce qu'il disait.""]"
4787,"Pour la presse, la solidarité européenne en matière de vaccination ""s'effondre"".",B2,"['Pour plusieurs presse, la solidarité française en matière d vaccination "" s\' offre"".']"
2806,J'en profite pour faire une grasse-matinée et je sors de mon lit à dix heures.,A1,"[""Alors'en profite por passer une petite- matinéeinée et je sors de de lit passé dix heures.""]"
3291,Nous vivons dans une jolie maison avec un grand jardin.,A1,['Nous vivons sur sa spacieuse maison avec ce grand jardin.']
3123,"Nous avons interrogé en Belgique trente couples mixtes, c'est-à-dire composés de deux personnes de nationalités différentes.",B2,"[""Ils avons enregistré l Belgique trente couples nés, homosexuels'est-à- dire composés par deux familles de nationalités différentes.""]"
821,"Pourtant, comme d'habitude, elle est attentive et calme.",A2,"[""Apparemment, comme d'habitude, elle est déjà infiniment patiente.""]"
2828,"Je lui apporte parfois des bonbons, du chocolat ; au début, elle refusait toujours, maintenant, elle les prend, avec un sourire.",B1,"['Je vous apporte parfois certaines pâtes, sans chocolat.. au début, madame refuse toujours, maintenant, elle les prend, juste un petit.']"
4581,Savez-vous que des mouchards s'enregistrent à votre insu?,C1,"[""S distinguent- ils que des messagesiqus publicitaires'enregistre toujours à votre insu?""]"
1801,"En effet, de nombreux concepts peuvent être abordés sans ordinateur.",B2,"['Un effet, de nombreux concepts peuvent être définis sur difficulté.']"
3060,Il a les cheveux blonds,A1,['Il combine les reflets blonds']
4611,"L'invincible sommeil m'a saisi, suivi bientôt de l'atroce réveil.",B2,"[""L'in picible mort a' enfin saisi, suivi hier de l'a plus irrésistible réveil.""]"
3895,"L'année dernière, j'ai fait deux stages en entreprise.",B1,"[""Comme'année dernière, j' je fait plusieurs expositions en Guadeloupe.""]"
4052,"Il dégoise, l'ostrogoth de la téloche formaté au formol, tel un psittacidé déréglé et moche.",C2,"[""Ca dégoise, l'ostrogoth de bar hauteoche formaté au form moderne, tel un madein +tac car presqueéré àlé et moche.""]"
3105,"Et pour éviter les risques de tricherie, les élèves n'auront pas le droit d'utiliser de messagerie instantanée, pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.",B2,"[""Et donc maximiser les risques de tricher sciemment, les internautes n'auront guère le droit pour'utiliser de messagerie instantanée, bien plus que les traducteurs informatiques, et différents écrans seront de toute façon contrôlés, unique manière aléatoire, par des surveillants.""]"
