sentence,difficulty
"Elle entraîne dans l'entreprise ou la collectivité une augmentation de la part prise par le vélo dans les différents modes de transport de 125 % après un an , affirmait récemment l'Ademe .",B2
Qui c'est qui t'as nourri ?,A2
"Lors du premier débat organisé à la télévision, il écarte son dernier concurrent avec une réplique mythique",B2
"Même si l'on admet que l'innovation sera au rendez-vous, à la croisée des technologies - les nano-, bio-, info-, neuro-, . - on oublie encore qu'il faut être capable d'intégrer en même temps les aspects sociétaux, culturels et autres.",C2
Je conduis la voiture.,A1
"Tous se disent actifs, se sentent jeunes et le sont.",B2
"Elle n'est pas très grande, elle est toute mince, elle a la peau brune et de très grands yeux clairs remplis de lumière.",A1
"Cet été, ils ont été particulièrement vigilants au choix de leur logement pour qu'il soit le plus adapté au contexte sanitaire.",B2
"Tôt dans l'année 1880, en dépit d'un doute bien fondé sur la judiciosité de perpétuer cette race qui a la sanction du Seigneur et la désapprobation des hommes, Hedwige Volkbein - femme viennoise de grande force et militairement belle, étendue sur un lit à baldaquin d'un riche cramoisi spectaculaire au lambrequin marqué des ailes bifurquées de la Maison de Habsbourg, l'enveloppe de satin du couvrelit de plumes portant en fils d'or massif et terni les armes des Volkbein - donna naissance, à l'âge de quarante-cinq ans, à un enfant unique, un fils, sept jours après que son médecin lui eut prédit qu'elle entrerait en travail.",C2
"À Paris, tous les matins il allait dans la cour du château des Tuileries assister aux revues passées par Napoléon ; mais jamais il ne put approcher de l'Empereur.",C1
Il était fatigué et il ne savait plus où aller.,A2
Qu'est-ce que vous prendrez Madame ?,A1
Il est dangereux de conduire sans ceinture de sécurité.,B1
"Horizon rêvé du voyageur hongrois, la capitale française se révèle décevante.",B2
"De plus, les langues n'ont pas la même image dans la société.",B1
"Si l'on ne croit plus en l'âme immortelle enseignée par la tradition philosophique substantialiste, comment penser et fonder l'exception humaine?",C2
Nous sommes en vacances.,A1
"Etre éternel, rassemble autour de moi l'innombrable foule de mes semblables ; qu'ils écoutent mes confessions, qu'ils gémissent de mes indignités, qu'ils rougissent de mes misères.",C2
Il est difficile d'imaginer un accent trop fort pour présenter un journal national.,B1
Puis les philosophes du XVIIIe siècle ont vu en cette période un âge de foi grossière et de moeurs barbares.,C1
"On pourrait la dénommer ""Web Images Sémantique"".",C2
"En cas de non-respect, les policiers peuvent les conduire au commissariat ou chez leurs parents, avec le risque d'une amende pour la famille.",B1
C'est ce décentrage que notre système éducatif ne parvient pas à transmettre aux nombreux élèves en échec.,C2
Le ministre de l'Instruction publique cherchait notamment à soustraire les enfants à l'enseignement catholique hérité de la IIe République.,C1
"Interrogés sur les qualités à valoriser dans l'éducation des enfants, les Français donnent la priorité à la tolérance et au respect des autres, considérés par plus de huit Français sur dix comme des qualités particulièrement importantes.",C1
"Contrairement à la cuisine italienne qui brille par sa fraîcheur et sa simplicité ou à la cuisine espagnole (pour ne citer que nos voisins les plus proches) qui allie dynamisme et innovation, la cuisine hexagonale n'est plus capable de se remettre en question.",B2
Je regrette que Cécile ne voulait pas venir hier soir.,A1
"C'est donc une méthode qui suppose une capacité d'écoute, de réflexion et une bonne disposition d'esprit.",B1
"Un habitat aéré plutôt que calfeutré Dans les déserts chauds, contrairement aux environnements froids, le but n'est pas tant de se calfeutrer, à moins de trouver refuge dans une habitation faite de matériaux isolants, comme la pierre, que de trouver un abri aéré.",B2
Où habites-tu ?,A1
"Si j'étais bon en biologie, je ferais des études de médecine Mais ce n'est pas le cas",B1
"Cela s'appellecahier de vacances, et 4, 5 millions d'écoliers et d'élèves n'ont d'autre solution que de lui trouverune place dans leur valise.",B1
"Or, il y a eu des pères modernes avant la génération actuelle.",B2
"Le ressortissants d'un pays tiers à l'Union européenne et des pays associés soumis à visas, qui souhaitent effectuer un court séjour dans un ou plusieurs pays de la zone Schengen",C1
Le nombre de manifestants varie d'une année à l'autre selon la popularité du gouvernement en place.,B2
Elle a des amies.,A1
Quel est l'état d'esprit du pêcheur après être allé en ville ?,B1
"C'est mon restaurant préféré, j'y suis allé deux fois cette semaine!",A2
Est-ce que tu voudrais venir avec nous ?,A2
"Mais soyons sérieux, nouvelles en bref : économie, bon résultat de l'économie française ce mois-ci, plus quatre pour cent",C1
"Enfin, l'été arrive à la fin du mois de juin.",A2
Qu'est-ce que vous pensez de cette idée ?,A1
"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril",A2
"La connexion permanente, notamment aux réseaux sociaux la rassurerait quant à son insertion et lui donnerait alors l'impression qu'elle est un acteur socialement central et important.",C1
Le 8 mai est la fête de la Victoire.,A2
"En partenariat avec l'INPES, elle a mis en place un programme sur l'addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.",C2
L'histoire de ce livre est incroyable,B1
La classe inversée de Saint-Brieuc n'est sans doute pas celle de Paris.,A2
"J'écoute la radio, on réussit à avoir des informations, et jusqu'ici on a toujours une couverture téléphonique",B1
"Si elle avait été suffisament investie, elle aurait sans doute mieux réussi professionnellement et dans la vie.",B2
"Il autorise le recours à l'IVG par l'intermédiaire de sa Ministre de la Santé, Simone Veil, facilite le divorce, augmente le Minimum Vieillesse",C1
Je n'aime pas le pain.,A1
"Ici, il fait beau et chaud.",A1
Vous faites de l'exercice physique,A1
"C'est un phénomène qui trouve une accélération formidable cette année, du fait d'un public qui a besoin de se réapproprier la nature.",B1
Je vais parler au serveur et voir si on peut déplacer les tables.,A2
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",C2
Ils deviennent dangereux pour notre économie.,B2
Son succès a généré beaucoup de réactions négatives.,B2
